Election,Geography,GeographyType,Poll,DateStart,DateEnd,SampleSize,SampleType,Democrat,Republican
Presidential,Ohio,State,ActiVote,10/5/2024,10/28/2024,400,LV,46%,54%
Presidential,Ohio,State,CES/YouGov,10/1/2024,10/25/2024,3120,A,45%,52%
Presidential,Ohio,State,CES/YouGov,10/1/2024,10/25/2024,3091,LV,45%,52%
Presidential,Ohio,State,J.L. Partners,10/22/2024,10/24/2024,997,LV,44%,53%
Presidential,Ohio,State,University of Akron,9/12/2024,10/24/2024,1241,RV,44%,51%
Presidential,Ohio,State,Bowling Green State University/YouGov,10/10/2024,10/21/2024,1000,LV,43%,50%
Presidential,Ohio,State,Morning Consult,10/6/2024,10/15/2024,1243,LV,45%,52%
Presidential,Ohio,State,Rasmussen Reports (R),10/9/2024,10/14/2024,1051,LV,44%,51%
Presidential,Ohio,State,Washington Post,10/3/2024,10/7/2024,1002,RV,44%,51%
Presidential,Ohio,State,Washington Post,10/3/2024,10/7/2024,1002,LV,45%,51%
Presidential,Ohio,State,Marist College,10/3/2024,10/7/2024,1511,RV,46%,52%
Presidential,Ohio,State,Marist College,10/3/2024,10/7/2024,1327,LV,46%,52%
Presidential,Ohio,State,ActiVote,8/28/2024,9/30/2024,400,LV,46%,54%
Presidential,Ohio,State,Bowling Green State University/YouGov,9/18/2024,9/27/2024,1000,LV,44%,51%
Presidential,Ohio,State,New York Times/Siena College,9/21/2024,9/26/2024,687,RV,45%,49%
Presidential,Ohio,State,New York Times/Siena College,9/21/2024,9/26/2024,687,LV,44%,50%
Presidential,Ohio,State,RMG Research,9/18/2024,9/20/2024,757,LV,43%,54%
Presidential,Ohio,State,Morning Consult,9/9/2024,9/18/2024,1488,LV,43%,52%
Presidential,Ohio,State,Morning Consult,8/30/2024,9/8/2024,1558,LV,44%,52%
Presidential,Ohio,State,Emerson College,9/3/2024,9/5/2024,945,LV,43%,53%
Presidential,Ohio,State,SoCal Strategies (R),8/31/2024,9/1/2024,600,LV,43%,52%
Presidential,Ohio,State,ActiVote,8/2/2024,8/22/2024,400,LV,44%,56%
Presidential,Ohio,State,Rasmussen Reports (R),8/13/2024,8/17/2024,1267,LV,44%,51%
Presidential,Ohio,State,Fabrizio Ward (R)/Impact Research (D),7/23/2024,7/28/2024,600,LV,42%,52%
Presidential,Ohio,State,Ohio Northern University,3/6/2024,3/11/2024,1241,LV,38%,51%
Presidential,Ohio,State,AtlasIntel,11/3/2024,11/4/2024,1022,LV,45%,54%
Presidential,Ohio,State,Focaldata,10/3/2024,11/1/2024,2161,LV,44%,53%
Presidential,Ohio,State,Focaldata,10/3/2024,11/1/2024,1867,RV,45%,52%
Presidential,Ohio,State,Focaldata,10/3/2024,11/1/2024,2161,A,42%,53%
Presidential,Ohio,State,OnMessage Inc. (R),10/19/2024,10/22/2024,600,LV,44%,52%
Presidential,Ohio,State,New York Times/Siena College,9/21/2024,9/26/2024,687,RV,44%,47%
Presidential,Ohio,State,New York Times/Siena College,9/21/2024,9/26/2024,687,LV,43%,49%
Presidential,Oklahoma,State,ActiVote,10/3/2024,10/29/2024,400,LV,33%,67%
Presidential,Oklahoma,State,ActiVote,9/13/2024,10/19/2024,400,LV,34%,66%
Presidential,Oklahoma,State,SoonerPoll,8/24/2024,8/31/2024,323,LV,40%,56%
Presidential,Oregon,State,Public Policy Polling (D),10/16/2024,10/17/2024,716,LV,53%,41%
Presidential,Oregon,State,Hoffman Research,7/24/2024,7/26/2024,700,LV,49%,44%
Presidential,Pennsylvania,State,HarrisX,11/3/2024,11/5/2024,2333,RV,49%,45%
Presidential,Pennsylvania,State,HarrisX,11/3/2024,11/5/2024,2103,LV,51%,46%
Presidential,Pennsylvania,State,AtlasIntel,11/3/2024,11/4/2024,1840,LV,49%,50%
Presidential,Pennsylvania,State,Research Co.,11/2/2024,11/3/2024,450,LV,48%,47%
Presidential,Pennsylvania,State,Trafalgar Group (R),11/1/2024,11/3/2024,1089,LV,47%,48%
Presidential,Pennsylvania,State,Patriot Polling,11/1/2024,11/3/2024,903,RV,49%,50%
Presidential,Pennsylvania,State,InsiderAdvantage (R),11/1/2024,11/2/2024,800,LV,48%,49%
Presidential,Pennsylvania,State,AtlasIntel,11/1/2024,11/2/2024,2049,LV,48%,50%
Presidential,Pennsylvania,State,Emerson College,10/30/2024,11/2/2024,1000,LV,48%,49%
Presidential,Pennsylvania,State,The New York Times/Siena College/The Philadelphia Inquirer,10/29/2024,11/2/2024,1527,RV,47%,47%
Presidential,Pennsylvania,State,The New York Times/Siena College/The Philadelphia Inquirer,10/29/2024,11/2/2024,1527,LV,48%,48%
Presidential,Pennsylvania,State,Mainstreet Research/Florida Atlantic University,10/25/2024,11/2/2024,798,RV,48%,46%
Presidential,Pennsylvania,State,Mainstreet Research/Florida Atlantic University,10/25/2024,11/2/2024,699,LV,49%,47%
Presidential,Pennsylvania,State,ActiVote,10/10/2024,11/2/2024,400,LV,51%,50%
Presidential,Pennsylvania,State,SoCal Strategies (R),10/30/2024,10/31/2024,850,LV,50%,48%
Presidential,Pennsylvania,State,AtlasIntel,10/30/2024,10/31/2024,1738,LV,48%,49%
Presidential,Pennsylvania,State,OnMessage Inc. (R),10/29/2024,10/31/2024,800,LV,47%,49%
Presidential,Pennsylvania,State,YouGov,10/25/2024,10/31/2024,982,RV,50%,48%
Presidential,Pennsylvania,State,YouGov,10/25/2024,10/31/2024,956,LV,51%,48%
Presidential,Pennsylvania,State,Morning Consult,10/22/2024,10/31/2024,1395,LV,48%,48%
Presidential,Pennsylvania,State,Muhlenberg College/Morning Call,10/27/2024,10/30/2024,460,RV,49%,47%
Presidential,Pennsylvania,State,Marist College,10/27/2024,10/30/2024,1558,RV,51%,47%
Presidential,Pennsylvania,State,Marist College,10/27/2024,10/30/2024,1400,LV,50%,48%
Presidential,Pennsylvania,State,Echelon Insights,10/27/2024,10/30/2024,600,LV,46%,52%
Presidential,Pennsylvania,State,AtlasIntel,10/25/2024,10/29/2024,1299,LV,47%,50%
Presidential,Pennsylvania,State,Rasmussen Reports (R),10/25/2024,10/28/2024,849,LV,47%,49%
Presidential,Pennsylvania,State,Fox News,10/24/2024,10/28/2024,1310,RV,50%,48%
Presidential,Pennsylvania,State,Fox News,10/24/2024,10/28/2024,1057,LV,49%,50%
Presidential,Pennsylvania,State,Quinnipiac University,10/24/2024,10/28/2024,2186,LV,47%,49%
Presidential,Pennsylvania,State,CBS News/YouGov,10/22/2024,10/28/2024,1273,LV,49%,49%
Presidential,Pennsylvania,State,InsiderAdvantage (R),10/26/2024,10/27/2024,800,LV,47%,48%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,10/25/2024,10/27/2024,1116,LV,48%,48%
Presidential,Pennsylvania,State,North Star Opinion Research (R),10/22/2024,10/26/2024,600,LV,47%,47%
Presidential,Pennsylvania,State,CES/YouGov,10/1/2024,10/25/2024,3708,A,50%,47%
Presidential,Pennsylvania,State,CES/YouGov,10/1/2024,10/25/2024,3685,LV,49%,48%
Presidential,Pennsylvania,State,Emerson College,10/21/2024,10/22/2024,860,LV,48%,49%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,10/20/2024,10/22/2024,1586,LV,48%,47%
Presidential,Pennsylvania,State,Susquehanna Polling and Research (R),10/18/2024,10/22/2024,500,LV,46%,46%
Presidential,Pennsylvania,State,Quantus Insights (R),10/17/2024,10/20/2024,840,LV,48%,50%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,10/16/2024,10/20/2024,866,RV,48%,48%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,10/16/2024,10/20/2024,812,LV,50%,48%
Presidential,Pennsylvania,State,Franklin & Marshall College,10/9/2024,10/20/2024,890,RV,48%,44%
Presidential,Pennsylvania,State,Franklin & Marshall College,10/9/2024,10/20/2024,583,LV,49%,50%
Presidential,Pennsylvania,State,Trafalgar Group (R),10/17/2024,10/19/2024,1084,LV,43%,46%
Presidential,Pennsylvania,State,The Bullfinch Group,10/11/2024,10/18/2024,600,LV,49%,49%
Presidential,Pennsylvania,State,AtlasIntel,10/12/2024,10/17/2024,2048,LV,47%,50%
Presidential,Pennsylvania,State,Rose Institute/YouGov,10/7/2024,10/17/2024,1062,RV,48%,46%
Presidential,Pennsylvania,State,Rose Institute/YouGov,10/7/2024,10/17/2024,1043,LV,50%,48%
Presidential,Pennsylvania,State,Morning Consult,10/6/2024,10/15/2024,1395,LV,49%,48%
Presidential,Pennsylvania,State,The Washington Post/Schar School,9/30/2024,10/15/2024,707,RV,49%,46%
Presidential,Pennsylvania,State,The Washington Post/Schar School,9/30/2024,10/15/2024,707,LV,49%,47%
Presidential,Pennsylvania,State,Rasmussen Reports (R),10/9/2024,10/13/2024,1072,LV,47%,50%
Presidential,Pennsylvania,State,The New York Times/Siena College/The Philadelphia Inquirer,10/7/2024,10/10/2024,857,RV,50%,47%
Presidential,Pennsylvania,State,The New York Times/Siena College/The Philadelphia Inquirer,10/7/2024,10/10/2024,857,LV,50%,47%
Presidential,Pennsylvania,State,American Pulse Research & Polling,10/2/2024,10/10/2024,1193,LV,50%,51%
Presidential,Pennsylvania,State,TIPP Insights,10/7/2024,10/9/2024,1079,RV,49%,45%
Presidential,Pennsylvania,State,TIPP Insights,10/7/2024,10/9/2024,803,LV,48%,49%
Presidential,Pennsylvania,State,"Fabrizio, Lee & Associates (R)/McLaughlin & Associates (R)",10/6/2024,10/9/2024,800,LV,48%,49%
Presidential,Pennsylvania,State,InsiderAdvantage (R),10/7/2024,10/8/2024,800,LV,47%,49%
Presidential,Pennsylvania,State,Emerson College,10/5/2024,10/8/2024,1000,LV,48%,49%
Presidential,Pennsylvania,State,The Wall Street Journal,9/28/2024,10/8/2024,600,RV,46%,47%
Presidential,Pennsylvania,State,Research Co.,10/5/2024,10/7/2024,450,LV,48%,47%
Presidential,Pennsylvania,State,Quinnipiac University,10/3/2024,10/7/2024,1412,LV,49%,47%
Presidential,Pennsylvania,State,Hunt Research,10/2/2024,10/7/2024,1037,LV,47%,48%
Presidential,Pennsylvania,State,Center for Working Class Politics/YouGov,9/24/2024,10/2/2024,1000,RV,47%,45%
Presidential,Pennsylvania,State,OnMessage Inc. (R),9/24/2024,10/2/2024,500,LV,46%,46%
Presidential,Pennsylvania,State,OnMessage Inc. (R),9/28/2024,9/29/2024,800,LV,47%,47%
Presidential,Pennsylvania,State,Patriot Polling,9/27/2024,9/29/2024,816,RV,49%,50%
Presidential,Pennsylvania,State,The Bullfinch Group,9/26/2024,9/29/2024,800,RV,50%,46%
Presidential,Pennsylvania,State,Trafalgar Group (R),9/26/2024,9/29/2024,1090,LV,45%,48%
Presidential,Pennsylvania,State,Global Strategy Group (D)/North Star Opinion Research (R),9/23/2024,9/29/2024,408,LV,48%,48%
Presidential,Pennsylvania,State,Emerson College,9/27/2024,9/28/2024,1000,LV,48%,48%
Presidential,Pennsylvania,State,AtlasIntel,9/20/2024,9/25/2024,1775,LV,48%,51%
Presidential,Pennsylvania,State,Cook Political Report/BSG (R)/GS Strategy Group (D),9/19/2024,9/25/2024,474,LV,50%,49%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,9/19/2024,9/25/2024,993,RV,49%,46%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,9/19/2024,9/25/2024,924,LV,51%,46%
Presidential,Pennsylvania,State,ActiVote,9/1/2024,9/25/2024,400,LV,52%,48%
Presidential,Pennsylvania,State,Fox News,9/20/2024,9/24/2024,1021,RV,50%,48%
Presidential,Pennsylvania,State,Fox News,9/20/2024,9/24/2024,775,LV,49%,49%
Presidential,Pennsylvania,State,Fabrizio Ward (R)/Impact Research (D),9/17/2024,9/24/2024,600,LV,50%,47%
Presidential,Pennsylvania,State,Rodriguez Gudelunas Strategies,9/19/2024,9/23/2024,400,LV,48%,48%
Presidential,Pennsylvania,State,Rasmussen Reports (R),9/19/2024,9/22/2024,1202,LV,48%,48%
Presidential,Pennsylvania,State,Susquehanna Polling and Research (R),9/16/2024,9/22/2024,700,LV,46%,46%
Presidential,Pennsylvania,State,RMG Research,9/18/2024,9/20/2024,783,LV,48%,47%
Presidential,Pennsylvania,State,Muhlenberg College/Morning Call,9/16/2024,9/19/2024,450,RV,48%,48%
Presidential,Pennsylvania,State,Emerson College,9/15/2024,9/18/2024,880,LV,47%,48%
Presidential,Pennsylvania,State,MassINC Polling Group,9/12/2024,9/18/2024,800,LV,52%,47%
Presidential,Pennsylvania,State,Morning Consult,9/9/2024,9/18/2024,1756,LV,49%,47%
Presidential,Pennsylvania,State,Marist College,9/12/2024,9/17/2024,1663,RV,49%,48%
Presidential,Pennsylvania,State,Marist College,9/12/2024,9/17/2024,1476,LV,49%,49%
Presidential,Pennsylvania,State,The Washington Post,9/12/2024,9/16/2024,1003,RV,48%,47%
Presidential,Pennsylvania,State,The Washington Post,9/12/2024,9/16/2024,1003,LV,48%,48%
Presidential,Pennsylvania,State,Quinnipiac University,9/12/2024,9/16/2024,1331,LV,51%,46%
Presidential,Pennsylvania,State,The New York Times/Siena College/The Philadelphia Inquirer,9/11/2024,9/16/2024,1082,RV,50%,46%
Presidential,Pennsylvania,State,The New York Times/Siena College/The Philadelphia Inquirer,9/11/2024,9/16/2024,1082,LV,50%,46%
Presidential,Pennsylvania,State,Suffolk University/USA Today,9/11/2024,9/16/2024,500,LV,49%,46%
Presidential,Pennsylvania,State,InsiderAdvantage (R),9/14/2024,9/15/2024,800,LV,48%,50%
Presidential,Pennsylvania,State,Morning Consult,8/30/2024,9/8/2024,1910,LV,49%,46%
Presidential,Pennsylvania,State,co/efficient (R),9/4/2024,9/6/2024,889,LV,46%,48%
Presidential,Pennsylvania,State,CBS News/YouGov,9/3/2024,9/6/2024,1078,LV,50%,50%
Presidential,Pennsylvania,State,Patriot Polling,9/1/2024,9/3/2024,857,RV,48%,49%
Presidential,Pennsylvania,State,Trafalgar Group (R),8/28/2024,8/30/2024,1082,LV,45%,47%
Presidential,Pennsylvania,State,Wick Insights,8/27/2024,8/29/2024,1607,LV,49%,49%
Presidential,Pennsylvania,State,Emerson College,8/25/2024,8/28/2024,950,LV,48%,48%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,8/23/2024,8/26/2024,803,LV,51%,47%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,8/23/2024,8/26/2024,758,RV,51%,48%
Presidential,Pennsylvania,State,SoCal Strategies (R),8/23/2024,8/23/2024,713,LV,47%,48%
Presidential,Pennsylvania,State,SoCal Strategies (R),8/23/2024,8/23/2024,800,RV,47%,47%
Presidential,Pennsylvania,State,YouGov,8/15/2024,8/23/2024,500,A,43%,43%
Presidential,Pennsylvania,State,Institute for Global Affairs/YouGov,8/15/2024,8/22/2024,350,A,40%,44%
Presidential,Pennsylvania,State,ActiVote,8/5/2024,8/22/2024,400,LV,51%,49%
Presidential,Pennsylvania,State,Fabrizio Ward (R),8/19/2024,8/21/2024,400,LV,46%,47%
Presidential,Pennsylvania,State,Spry Strategies (R),8/14/2024,8/20/2024,600,LV,48%,47%
Presidential,Pennsylvania,State,InsiderAdvantage (R),8/18/2024,8/19/2024,800,LV,46%,47%
Presidential,Pennsylvania,State,Rasmussen Reports (R),8/13/2024,8/17/2024,1312,LV,46%,47%
Presidential,Pennsylvania,State,Focaldata,8/6/2024,8/16/2024,719,LV,50%,50%
Presidential,Pennsylvania,State,Cygnal (R),8/14/2024,8/15/2024,800,LV,48%,47%
Presidential,Pennsylvania,State,Emerson College,8/13/2024,8/14/2024,1000,RV,48%,49%
Presidential,Pennsylvania,State,Quinnipiac University,8/8/2024,8/12/2024,1738,LV,50%,47%
Presidential,Pennsylvania,State,The Bullfinch Group,8/8/2024,8/11/2024,500,RV,49%,45%
Presidential,Pennsylvania,State,The New York Times/Siena College,8/6/2024,8/9/2024,693,RV,49%,46%
Presidential,Pennsylvania,State,The New York Times/Siena College,8/6/2024,8/9/2024,693,LV,50%,46%
Presidential,Pennsylvania,State,Trafalgar Group (R),8/6/2024,8/8/2024,1078,LV,44%,46%
Presidential,Pennsylvania,State,Navigator Research (D),7/31/2024,8/8/2024,600,LV,46%,48%
Presidential,Pennsylvania,State,Cook Political Report/BSG (R)/GS Strategy Group (D),7/26/2024,8/8/2024,411,LV,49%,48%
Presidential,Pennsylvania,State,"Fabrizio, Lee & Associates (R)",7/29/2024,8/1/2024,600,LV,48%,48%
Presidential,Pennsylvania,State,Public Policy Polling (D),7/29/2024,7/30/2024,627,RV,47%,48%
Presidential,Pennsylvania,State,GQR Research (D),7/26/2024,7/30/2024,500,LV,50%,46%
Presidential,Pennsylvania,State,Public Opinion Strategies (R),7/23/2024,7/29/2024,400,LV,48%,45%
Presidential,Pennsylvania,State,Quantus Insights (R),7/27/2024,7/28/2024,500,RV,46%,48%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,7/24/2024,7/28/2024,804,RV,46%,50%
Presidential,Pennsylvania,State,The Bullfinch Group,7/23/2024,7/25/2024,800,RV,48%,47%
Presidential,Pennsylvania,State,Fox News,7/22/2024,7/24/2024,1034,RV,49%,49%
Presidential,Pennsylvania,State,Emerson College,7/22/2024,7/23/2024,850,RV,46%,48%
Presidential,Pennsylvania,State,North Star Opinion Research (R),7/20/2024,7/23/2024,600,LV,45%,47%
Presidential,Pennsylvania,State,SoCal Strategies (R),7/20/2024,7/21/2024,500,LV,46%,50%
Presidential,Pennsylvania,State,InsiderAdvantage (R),7/15/2024,7/16/2024,800,LV,40%,47%
Presidential,Pennsylvania,State,Public Policy Polling (D),7/11/2024,7/12/2024,537,RV,45%,51%
Presidential,Pennsylvania,State,The New York Times/Siena College,7/9/2024,7/11/2024,872,RV,46%,48%
Presidential,Pennsylvania,State,The New York Times/Siena College,7/9/2024,7/11/2024,872,LV,47%,48%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,5/7/2024,5/13/2024,812,RV,43%,50%
Presidential,Pennsylvania,State,Emerson College,2/14/2024,2/16/2024,1000,RV,40%,49%
Presidential,Pennsylvania,State,HarrisX,11/3/2024,11/5/2024,2333,RV,48%,45%
Presidential,Pennsylvania,State,HarrisX,11/3/2024,11/5/2024,2103,LV,50%,46%
Presidential,Pennsylvania,State,AtlasIntel,11/3/2024,11/4/2024,1840,LV,48%,49%
Presidential,Pennsylvania,State,Survation,11/1/2024,11/4/2024,941,LV,49%,47%
Presidential,Pennsylvania,State,Survation,11/1/2024,11/4/2024,915,LV,51%,48%
Presidential,Pennsylvania,State,AtlasIntel,11/1/2024,11/2/2024,2049,LV,47%,49%
Presidential,Pennsylvania,State,The New York Times/Siena College/The Philadelphia Inquirer,10/29/2024,11/2/2024,1527,RV,46%,47%
Presidential,Pennsylvania,State,The New York Times/Siena College/The Philadelphia Inquirer,10/29/2024,11/2/2024,1527,LV,47%,47%
Presidential,Pennsylvania,State,Focaldata,10/3/2024,11/1/2024,2373,LV,50%,48%
Presidential,Pennsylvania,State,Focaldata,10/3/2024,11/1/2024,2119,RV,51%,47%
Presidential,Pennsylvania,State,Focaldata,10/3/2024,11/1/2024,2373,A,49%,47%
Presidential,Pennsylvania,State,AtlasIntel,10/30/2024,10/31/2024,1738,LV,47%,49%
Presidential,Pennsylvania,State,Data for Progress (D),10/25/2024,10/31/2024,908,LV,50%,48%
Presidential,Pennsylvania,State,YouGov,10/25/2024,10/31/2024,982,RV,48%,46%
Presidential,Pennsylvania,State,YouGov,10/25/2024,10/31/2024,956,LV,49%,46%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,10/28/2024,10/31/2024,1596,LV,48%,48%
Presidential,Pennsylvania,State,Suffolk University/USA Today,10/27/2024,10/30/2024,500,LV,49%,49%
Presidential,Pennsylvania,State,Echelon Insights,10/27/2024,10/30/2024,600,LV,46%,51%
Presidential,Pennsylvania,State,The Washington Post,10/26/2024,10/30/2024,1204,RV,48%,47%
Presidential,Pennsylvania,State,The Washington Post,10/26/2024,10/30/2024,1204,LV,48%,47%
Presidential,Pennsylvania,State,AtlasIntel,10/25/2024,10/29/2024,1299,LV,47%,49%
Presidential,Pennsylvania,State,Quinnipiac University,10/24/2024,10/28/2024,2186,LV,46%,47%
Presidential,Pennsylvania,State,CNN/SSRS,10/23/2024,10/28/2024,819,LV,48%,48%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,10/25/2024,10/27/2024,1116,LV,48%,48%
Presidential,Pennsylvania,State,North Star Opinion Research (R),10/22/2024,10/26/2024,600,LV,47%,47%
Presidential,Pennsylvania,State,University of Massachusetts Lowell/YouGov,10/16/2024,10/23/2024,800,LV,48%,47%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,10/20/2024,10/22/2024,1586,LV,48%,47%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,10/16/2024,10/20/2024,866,RV,48%,48%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,10/16/2024,10/20/2024,812,LV,50%,48%
Presidential,Pennsylvania,State,Franklin & Marshall College,10/9/2024,10/20/2024,890,RV,49%,45%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,10/16/2024,10/18/2024,1256,LV,48%,48%
Presidential,Pennsylvania,State,AtlasIntel,10/12/2024,10/17/2024,2048,LV,47%,50%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,10/12/2024,10/14/2024,1649,LV,48%,48%
Presidential,Pennsylvania,State,The New York Times/Siena College/The Philadelphia Inquirer,10/7/2024,10/10/2024,857,RV,49%,45%
Presidential,Pennsylvania,State,The New York Times/Siena College/The Philadelphia Inquirer,10/7/2024,10/10/2024,857,LV,49%,45%
Presidential,Pennsylvania,State,American Pulse Research & Polling,10/2/2024,10/10/2024,1193,LV,48%,49%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,10/8/2024,10/9/2024,707,LV,46%,48%
Presidential,Pennsylvania,State,TIPP Insights,10/7/2024,10/9/2024,1079,RV,49%,45%
Presidential,Pennsylvania,State,TIPP Insights,10/7/2024,10/9/2024,803,LV,48%,49%
Presidential,Pennsylvania,State,University of Massachusetts Lowell/YouGov,10/2/2024,10/9/2024,800,LV,46%,45%
Presidential,Pennsylvania,State,J.L. Partners,10/5/2024,10/8/2024,800,LV,47%,47%
Presidential,Pennsylvania,State,Quinnipiac University,10/3/2024,10/7/2024,1412,LV,49%,46%
Presidential,Pennsylvania,State,Hunt Research,10/2/2024,10/7/2024,1037,LV,47%,47%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,9/27/2024,10/2/2024,5686,LV,48%,47%
Presidential,Pennsylvania,State,The Bullfinch Group,9/26/2024,9/29/2024,800,RV,50%,46%
Presidential,Pennsylvania,State,AtlasIntel,9/20/2024,9/25/2024,1775,LV,48%,51%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,9/19/2024,9/25/2024,993,RV,50%,44%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,9/19/2024,9/25/2024,924,LV,51%,45%
Presidential,Pennsylvania,State,Fox News,9/20/2024,9/24/2024,1021,RV,48%,46%
Presidential,Pennsylvania,State,Fox News,9/20/2024,9/24/2024,775,LV,47%,48%
Presidential,Pennsylvania,State,Fabrizio Ward (R)/Impact Research (D),9/17/2024,9/24/2024,600,LV,49%,47%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,9/16/2024,9/19/2024,1086,LV,47%,47%
Presidential,Pennsylvania,State,University of Massachusetts Lowell/YouGov,9/11/2024,9/19/2024,800,LV,48%,46%
Presidential,Pennsylvania,State,MassINC Polling Group,9/12/2024,9/18/2024,800,LV,50%,46%
Presidential,Pennsylvania,State,Quinnipiac University,9/12/2024,9/16/2024,1331,LV,51%,45%
Presidential,Pennsylvania,State,Franklin & Marshall College,9/4/2024,9/15/2024,890,RV,49%,46%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,9/6/2024,9/9/2024,801,LV,45%,45%
Presidential,Pennsylvania,State,YouGov,8/23/2024,9/3/2024,1000,RV,46%,45%
Presidential,Pennsylvania,State,Wick Insights,8/27/2024,8/29/2024,1607,LV,47%,48%
Presidential,Pennsylvania,State,CNN/SSRS,8/23/2024,8/29/2024,789,LV,47%,47%
Presidential,Pennsylvania,State,Redfield & Wilton Strategies,8/25/2024,8/28/2024,1071,LV,46%,45%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,8/23/2024,8/26/2024,803,LV,51%,46%
Presidential,Pennsylvania,State,Bloomberg/Morning Consult,8/23/2024,8/26/2024,758,RV,51%,45%
Presidential,Pennsylvania,State,Cook Political Report/BSG (R)/GS Strategy Group (D),9/19/2024,9/25/2024,474,LV,49%,47%
Presidential,Pennsylvania,State,Remington Research Group (R),9/16/2024,9/20/2024,800,LV,47%,48%
Presidential,Pennsylvania,State,The Washington Post,9/12/2024,9/16/2024,1003,RV,48%,47%
Presidential,Pennsylvania,State,The Washington Post,9/12/2024,9/16/2024,1003,LV,48%,47%
Presidential,Rhode Island,State,MassINC Polling Group,9/12/2024,9/18/2024,800,LV,56%,43%
Presidential,Rhode Island,State,University of New Hampshire,9/12/2024,9/16/2024,683,LV,58%,38%
Presidential,South Carolina,State,ActiVote,10/5/2024,10/29/2024,400,LV,42%,59%
Presidential,South Carolina,State,ActiVote,9/9/2024,10/17/2024,400,LV,42%,58%
Presidential,South Carolina,State,Winthrop University,9/21/2024,9/29/2024,1068,LV,42%,52%
Presidential,South Carolina,State,The Citadel,10/17/2024,10/25/2024,1241,RV,41%,53%
Presidential,South Carolina,State,The Citadel,10/17/2024,10/25/2024,1136,LV,42%,54%
Presidential,South Carolina,State,East Carolina University,10/18/2024,10/22/2024,950,LV,42%,55%
Presidential,South Dakota,State,Emerson College,10/19/2024,10/22/2024,825,LV,35%,62%
Presidential,Tennessee,State,ActiVote,10/5/2024,10/28/2024,400,LV,38%,62%
Presidential,Tennessee,State,ActiVote,9/24/2024,10/16/2024,400,LV,38%,62%
Presidential,Tennessee,State,ActiVote,7/26/2024,8/29/2024,400,LV,37%,63%
Presidential,Tennessee,State,Targoz Market Research,9/27/2024,10/8/2024,1200,RV,35%,54%
Presidential,Tennessee,State,Targoz Market Research,9/27/2024,10/8/2024,971,LV,35%,56%
Presidential,Texas,State,AtlasIntel,11/3/2024,11/4/2024,2434,LV,44%,55%
Presidential,Texas,State,Morning Consult,10/22/2024,10/31/2024,2120,LV,45%,52%
Presidential,Texas,State,ActiVote,10/21/2024,10/27/2024,400,LV,45%,55%
Presidential,Texas,State,New York Times/Siena College,10/23/2024,10/26/2024,1180,RV,41%,52%
Presidential,Texas,State,New York Times/Siena College,10/23/2024,10/26/2024,1180,LV,42%,52%
Presidential,Texas,State,Rasmussen Reports (R),10/24/2024,10/25/2024,1002,LV,44%,50%
Presidential,Texas,State,CES/YouGov,10/1/2024,10/25/2024,6526,A,47%,51%
Presidential,Texas,State,CES/YouGov,10/1/2024,10/25/2024,6473,LV,47%,51%
Presidential,Texas,State,Emerson College,10/18/2024,10/21/2024,815,LV,46%,53%
Presidential,Texas,State,Rose Institute/YouGov,10/7/2024,10/17/2024,1108,RV,44%,49%
Presidential,Texas,State,Rose Institute/YouGov,10/7/2024,10/17/2024,1108,RV,45%,50%
Presidential,Texas,State,Rose Institute/YouGov,10/7/2024,10/17/2024,1075,LV,46%,51%
Presidential,Texas,State,ActiVote,9/26/2024,10/16/2024,400,LV,44%,56%
Presidential,Texas,State,Morning Consult,10/6/2024,10/15/2024,2048,LV,46%,50%
Presidential,Texas,State,Marist College,10/3/2024,10/7/2024,1365,RV,46%,52%
Presidential,Texas,State,Marist College,10/3/2024,10/7/2024,1186,LV,46%,53%
Presidential,Texas,State,Mainstreet Research/Florida Atlantic University,10/2/2024,10/6/2024,811,RV,45%,50%
Presidential,Texas,State,Mainstreet Research/Florida Atlantic University,10/2/2024,10/6/2024,775,LV,45%,50%
